pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	part_d_model_demo	part_d_enhncd_cvrg_demo	mrx_form_model_type	mrx_drug_ben_yn	mrx_benefit_type	mrx_partd_network_loc	mrx_ltc_attest_flag	mrx_first_fill	mrx_otc_meds_pay_ump_yn	mrx_otc_meds_attest_flag	mrx_formulary_tiers_num	mrx_tier_form_ex	mrx_tier_form_ex_2_yn	mrx_tier_form_ex_2	mrx_ae_oon_cstshr_struct	mrx_ae_cstshr_apply	mrx_form_model_desc	mrx_ae_ooptcs_apply	mrx_alt_ded_charge	mrx_alt_ded_amount	mrx_alt_ded_type_yn	mrx_alt_no_ded_tier	mrx_alt_ded_tier_cstshr_yn	mrx_alt_gen_cstshr_struct	mrx_alt_gen_coins_pct	mrx_alt_gen_copay_amt	mrx_alt_oon_cstshr_struct	mrx_alt_red_cost_sharing	mrx_alt_red_cost_sharing_items	mrx_alt_fulfill_desc	mrx_alt_excl_drugs_yn	mrx_alt_pre_icl_cost_share	mrx_alt_pre_icl_exclud_only_yn	mrx_alt_ira_covg_tier	mrx_alt_cstshr_post_oopt	mrx_gen_loc_rstd	mrx_gen_rstd_1m	mrx_gen_rstd_2m	mrx_gen_rstd_3m	mrx_gen_loc_oon	mrx_gen_oon_1m	mrx_gen_oon_os	mrx_gen_loc_mostd	mrx_gen_mostd_1m	mrx_gen_mostd_2m	mrx_gen_mostd_3m	mrx_gen_loc_ltc	mrx_gen_ltc_1m	mrx_tier_extd_days_gen_yn	mrx_gen_extd_first_fill	mrx_gen_ira_rstd_copay_1m	mrx_gen_ira_rstd_copay_2m	mrx_gen_ira_rstd_copay_3m	mrx_gen_ira_mostd_copay_1m	mrx_gen_ira_mostd_copay_2m	mrx_gen_ira_mostd_copay_3m	mrx_gen_ira_oonp_copay_1m	mrx_gen_ira_oonp_copay_othnum	mrx_gen_ira_ltcp_copay_1m	mrx_gen_ira_rstd_coins_1m	mrx_gen_ira_rstd_coins_2m	mrx_gen_ira_rstd_coins_3m	mrx_gen_ira_mostd_coins_1m	mrx_gen_ira_mostd_coins_2m	mrx_gen_ira_mostd_coins_3m	mrx_gen_ira_oonp_coins_1m	mrx_gen_ira_oonp_coins_othnum	mrx_gen_ira_ltcp_coins_1m	mrx_avg_exp_cost_share_attest	mrx_snp_zerocost_attest	mrx_vaccine_attest	mrx_insulin_attest
S5884	185	0		29	10	S5884_185_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	186	0		29	10	S5884_186_0	2			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	187	0		29	10	S5884_187_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	188	0		29	10	S5884_188_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	189	0		29	10	S5884_189_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	190	0		29	10	S5884_190_0	2			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	191	0		29	10	S5884_191_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	192	0		29	10	S5884_192_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	193	0		29	10	S5884_193_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	194	0		29	10	S5884_194_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	195	0		29	10	S5884_195_0	2			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	196	0		29	10	S5884_196_0	2			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	197	0		29	10	S5884_197_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	198	0		29	10	S5884_198_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	199	0		29	10	S5884_199_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	200	0		29	10	S5884_200_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	201	0		29	10	S5884_201_0	2			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	202	0		29	10	S5884_202_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	203	0		29	10	S5884_203_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	204	0		29	10	S5884_204_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	205	0		29	10	S5884_205_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	206	0		29	10	S5884_206_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	207	0		29	10	S5884_207_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	208	0		29	10	S5884_208_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	209	0		29	10	S5884_209_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	210	0		29	10	S5884_210_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	211	0		29	10	S5884_211_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	212	0		29	10	S5884_212_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	213	0		29	10	S5884_213_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	216	0		29	10	S5884_216_0	2			5F	1	2	110101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0111110																																			1		1	1
S5884	217	0		29	10	S5884_217_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		3								2	1	110	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	1	3		0111110	1																																		1		1	1
S5884	218	0		29	10	S5884_218_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	601.00	2	0110000	1				2	1	111	The enhanced benefits satisfy all the BPT requirements around actuarial value. Benefit enhancements are achieved through a combination of enhancements relative to defined standard which could include: reduced Initial Coverage Phase cost sharing, reduced deductible, deductible tier exclusions, and/or reduced insulin cost sharing.	2	3		0111110	1																																		1		1	1
S5884	834	0		29	10	S5884_834_0	2				1																																																																				
S5884	837	0		29	10	S5884_837_0	2				1																																																																				
S5884	838	0		29	10	S5884_838_0	1				1																																																																				
S5904	001	0		29	10	S5904_001_0	6			5F4	1	3	110110	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0000001	1				2					3		0001110	1																																		1		1	1
S5904	002	0		29	10	S5904_002_0	7			5F4	1	4	110110	1	2	2		6	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier, Select Care Drugs		1	615.00	2	0110001	1				2	1	101	The requirement is fulfilled by passing the tests for alternative coverage on worksheet 5 of the BPT. We project the benefit to have a paid to allowed ratio greater than the paid to allowed ratio under the defined standard benefit.	2	3		0001110	1																																		1		1	1
S5904	801	0		29	10	S5904_801_0	2				1																																																																				
S5904	802	0		29	10	S5904_802_0	2				1																																																																				
S5916	802	0		29	10	S5916_802_0	3				1																																																																				
S5916	804	0		29	10	S5916_804_0	3				1																																																																				
S5916	805	0		29	10	S5916_805_0	3				1																																																																				
S5921	348	0		29	10	S5921_348_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	349	0		29	10	S5921_349_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	350	0		29	10	S5921_350_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	351	0		29	10	S5921_351_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	352	0		29	10	S5921_352_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	353	0		29	10	S5921_353_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	354	0		29	10	S5921_354_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	355	0		29	10	S5921_355_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	356	0		29	10	S5921_356_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	357	0		29	10	S5921_357_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	358	0		29	10	S5921_358_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	359	0		29	10	S5921_359_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	360	0		29	10	S5921_360_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	361	0		29	10	S5921_361_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	362	0		29	10	S5921_362_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	363	0		29	10	S5921_363_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	364	0		29	10	S5921_364_0	1			5F	1	2	101110	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	365	0		29	10	S5921_365_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	366	0		29	10	S5921_366_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	367	0		29	10	S5921_367_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	368	0		29	10	S5921_368_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	369	0		29	10	S5921_369_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	370	0		29	10	S5921_370_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	371	0		29	10	S5921_371_0	2			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	372	0		29	10	S5921_372_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	373	0		29	10	S5921_373_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	374	0		29	10	S5921_374_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	375	0		29	10	S5921_375_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	376	0		29	10	S5921_376_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	377	0		29	10	S5921_377_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	378	0		29	10	S5921_378_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	379	0		29	10	S5921_379_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	380	0		29	10	S5921_380_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	381	0		29	10	S5921_381_0	1			5F	1	2	101101	1		2		5	4	2		2	2	Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier	1		615.00														0001110																																			1		1	1
S5921	382	0		29	10	S5921_382_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	130.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2, and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
S5921	383	0		29	10	S5921_383_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	130.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2, and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
S5921	384	0		29	10	S5921_384_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	130.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2, and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
S5921	385	0		29	10	S5921_385_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	130.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2, and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
S5921	386	0		29	10	S5921_386_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	130.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2, and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
S5921	387	0		29	10	S5921_387_0	1			5F	1	4	101101	1	2	2		5	4	2				Preferred Generic, Generic, Preferred Brand, Non-Preferred Drug, Specialty Tier		2	130.00	2	0110000	1				2	1	111	Members have a reduced deductible below the standard benefit, Member's deductible only applies to Tiers 3, 4, and 5, Members pay copays instead of coinsurance on tiers 1 and 2, and Member has coverage of some excluded drugs.	1	3		0001110	3																																		1		1	1
